reviews_augmented
id;отзыв;labels
ex_000962;К сожалению, слишком отличается от оригинальной версии, которую брала в магазине.;"[""Подделка / оригинальность""]"
ex_000963;Честно говоря, похоже на подделку, маркировка отличается от обычной. Возврат.;"[""Подделка / оригинальность""]"
ex_000964;По итогу, штрихкод не считывается, оригинальность вызывает вопросы. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_000965;В моем случае, по внешнему виду похоже на неоригинальный товар. Очень жаль.;"[""Подделка / оригинальность""]"
ex_000966;Запах и упаковка отличаются от того, что покупала раньше. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_000967;К сожалению, пришел товар без нормальной маркировки, доверия нет. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_000968;Честно говоря, товар не похож на оригинал, качество печати на коробке другое. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_000969;По итогу, логотип нанесен криво, похоже не оригинал. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_000970;В моем случае, есть сомнения в оригинальности, упаковка выглядит странно.;"[""Подделка / оригинальность""]"
ex_000971;Выглядит не как фирменный товар, есть подозрение на копию. Возврат.;"[""Подделка / оригинальность""]"
ex_000972;К сожалению, упаковка не фирменная, есть ощущение подделки. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_000973;Честно говоря, нет фирменной наклейки, из-за этого сомневаюсь в подлинности. Очень жаль.;"[""Подделка / оригинальность""]"
ex_000974;По итогу, слишком отличается от оригинальной версии, которую брала в магазине. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_000975;В моем случае, похоже на подделку, маркировка отличается от обычной. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_000976;Штрихкод не считывается, оригинальность вызывает вопросы. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_000977;К сожалению, по внешнему виду похоже на неоригинальный товар. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_000978;Честно говоря, запах и упаковка отличаются от того, что покупала раньше.;"[""Подделка / оригинальность""]"
ex_000979;По итогу, пришел товар без нормальной маркировки, доверия нет. Возврат.;"[""Подделка / оригинальность""]"
ex_000980;В моем случае, товар не похож на оригинал, качество печати на коробке другое. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_000981;Логотип нанесен криво, похоже не оригинал. Очень жаль.;"[""Подделка / оригинальность""]"
ex_000982;К сожалению, есть сомнения в оригинальности, упаковка выглядит странно. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_000983;Честно говоря, выглядит не как фирменный товар, есть подозрение на копию. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_000984;По итогу, упаковка не фирменная, есть ощущение подделки. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_000985;В моем случае, нет фирменной наклейки, из-за этого сомневаюсь в подлинности. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_000986;Слишком отличается от оригинальной версии, которую брала в магазине.;"[""Подделка / оригинальность""]"
ex_000987;К сожалению, похоже на подделку, маркировка отличается от обычной. Возврат.;"[""Подделка / оригинальность""]"
ex_000988;Честно говоря, штрихкод не считывается, оригинальность вызывает вопросы. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_000989;По итогу, по внешнему виду похоже на неоригинальный товар. Очень жаль.;"[""Подделка / оригинальность""]"
ex_000990;В моем случае, запах и упаковка отличаются от того, что покупала раньше. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_000991;Пришел товар без нормальной маркировки, доверия нет. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_000992;К сожалению, товар не похож на оригинал, качество печати на коробке другое. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_000993;Честно говоря, логотип нанесен криво, похоже не оригинал. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_000994;По итогу, есть сомнения в оригинальности, упаковка выглядит странно.;"[""Подделка / оригинальность""]"
ex_000995;В моем случае, выглядит не как фирменный товар, есть подозрение на копию. Возврат.;"[""Подделка / оригинальность""]"
ex_000996;Упаковка не фирменная, есть ощущение подделки. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_000997;К сожалению, нет фирменной наклейки, из-за этого сомневаюсь в подлинности. Очень жаль.;"[""Подделка / оригинальность""]"
ex_000998;Честно говоря, слишком отличается от оригинальной версии, которую брала в магазине. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_000999;По итогу, похоже на подделку, маркировка отличается от обычной. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_001000;В моем случае, штрихкод не считывается, оригинальность вызывает вопросы. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_001001;По внешнему виду похоже на неоригинальный товар. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_001002;К сожалению, запах и упаковка отличаются от того, что покупала раньше.;"[""Подделка / оригинальность""]"
ex_001003;Честно говоря, пришел товар без нормальной маркировки, доверия нет. Возврат.;"[""Подделка / оригинальность""]"
ex_001004;По итогу, товар не похож на оригинал, качество печати на коробке другое. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_001005;В моем случае, логотип нанесен криво, похоже не оригинал. Очень жаль.;"[""Подделка / оригинальность""]"
ex_001006;Есть сомнения в оригинальности, упаковка выглядит странно. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_001007;К сожалению, выглядит не как фирменный товар, есть подозрение на копию. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_001008;Честно говоря, упаковка не фирменная, есть ощущение подделки. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_001009;По итогу, нет фирменной наклейки, из-за этого сомневаюсь в подлинности. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_001010;В моем случае, слишком отличается от оригинальной версии, которую брала в магазине.;"[""Подделка / оригинальность""]"
ex_001011;Похоже на подделку, маркировка отличается от обычной. Возврат.;"[""Подделка / оригинальность""]"
ex_001012;К сожалению, штрихкод не считывается, оригинальность вызывает вопросы. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_001013;Честно говоря, по внешнему виду похоже на неоригинальный товар. Очень жаль.;"[""Подделка / оригинальность""]"
ex_001014;По итогу, запах и упаковка отличаются от того, что покупала раньше. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_001015;В моем случае, пришел товар без нормальной маркировки, доверия нет. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_001016;Товар не похож на оригинал, качество печати на коробке другое. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_001017;К сожалению, логотип нанесен криво, похоже не оригинал. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_001018;Честно говоря, есть сомнения в оригинальности, упаковка выглядит странно.;"[""Подделка / оригинальность""]"
ex_001019;По итогу, выглядит не как фирменный товар, есть подозрение на копию. Возврат.;"[""Подделка / оригинальность""]"
ex_001020;В моем случае, упаковка не фирменная, есть ощущение подделки. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_001021;Нет фирменной наклейки, из-за этого сомневаюсь в подлинности. Очень жаль.;"[""Подделка / оригинальность""]"
ex_001022;К сожалению, слишком отличается от оригинальной версии, которую брала в магазине. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_001023;Честно говоря, похоже на подделку, маркировка отличается от обычной. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_001024;По итогу, штрихкод не считывается, оригинальность вызывает вопросы. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_001025;В моем случае, по внешнему виду похоже на неоригинальный товар. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_001026;Запах и упаковка отличаются от того, что покупала раньше.;"[""Подделка / оригинальность""]"
ex_001027;К сожалению, пришел товар без нормальной маркировки, доверия нет. Возврат.;"[""Подделка / оригинальность""]"
ex_001028;Честно говоря, товар не похож на оригинал, качество печати на коробке другое. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_001029;По итогу, логотип нанесен криво, похоже не оригинал. Очень жаль.;"[""Подделка / оригинальность""]"
ex_001030;В моем случае, есть сомнения в оригинальности, упаковка выглядит странно. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_001031;Выглядит не как фирменный товар, есть подозрение на копию. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_001032;К сожалению, упаковка не фирменная, есть ощущение подделки. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_001033;Честно говоря, нет фирменной наклейки, из-за этого сомневаюсь в подлинности. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_001034;По итогу, слишком отличается от оригинальной версии, которую брала в магазине.;"[""Подделка / оригинальность""]"
ex_001035;В моем случае, похоже на подделку, маркировка отличается от обычной. Возврат.;"[""Подделка / оригинальность""]"
ex_001036;Штрихкод не считывается, оригинальность вызывает вопросы. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_001037;К сожалению, по внешнему виду похоже на неоригинальный товар. Очень жаль.;"[""Подделка / оригинальность""]"
ex_001038;Честно говоря, запах и упаковка отличаются от того, что покупала раньше. Для меня это минус.;"[""Подделка / оригинальность""]"
ex_001039;По итогу, пришел товар без нормальной маркировки, доверия нет. Ожидала лучше.;"[""Подделка / оригинальность""]"
ex_001040;В моем случае, товар не похож на оригинал, качество печати на коробке другое. Настроение испорчено.;"[""Подделка / оригинальность""]"
ex_001041;Логотип нанесен криво, похоже не оригинал. Такое не устроило.;"[""Подделка / оригинальность""]"
ex_001042;К сожалению, есть сомнения в оригинальности, упаковка выглядит странно.;"[""Подделка / оригинальность""]"
ex_001043;Честно говоря, выглядит не как фирменный товар, есть подозрение на копию. Возврат.;"[""Подделка / оригинальность""]"
ex_001044;По итогу, упаковка не фирменная, есть ощущение подделки. Больше не закажу.;"[""Подделка / оригинальность""]"
ex_001045;Отличный товар, все понравилось.;"[""Положительный отзыв""]"
ex_001046;Пишу после недели использования: Пользуюсь с удовольствием, нареканий нет. Спасибо продавцу.;"[""Положительный отзыв""]"
ex_001047;Получила быстро. Заказом довольна, пришло именно то, что нужно. Рекомендую.;"[""Положительный отзыв""]"
ex_001048;Брала для дома. Товар понравился, соответствует ожиданиям. Буду брать еще.;"[""Положительный отзыв""]"
ex_001049;Мне понравилось: Все супер, подошло идеально. Все устроило.;"[""Положительный отзыв""]"
ex_001050;Качество хорошее, покупкой довольна. Приятно пользоваться.;"[""Положительный отзыв""]"
ex_001051;Пишу после недели использования: Очень удачная покупка, спасибо. Заказом довольна.;"[""Положительный отзыв""]"
ex_001052;Получила быстро. Хороший товар, можно брать.;"[""Положительный отзыв""]"
ex_001053;Брала для дома. Хорошая вещь за свои деньги, рекомендую. Спасибо продавцу.;"[""Положительный отзыв""]"
ex_001054;Мне понравилось: Понравилось качество и внешний вид. Рекомендую.;"[""Положительный отзыв""]"
ex_001055;Все пришло аккуратно, буду заказывать еще. Буду брать еще.;"[""Положительный отзыв""]"
ex_001056;Пишу после недели использования: Товар качественный, выглядит приятно. Все устроило.;"[""Положительный отзыв""]"
ex_001057;Получила быстро. Отличный товар, все понравилось. Приятно пользоваться.;"[""Положительный отзыв""]"
ex_001058;Брала для дома. Пользуюсь с удовольствием, нареканий нет. Заказом довольна.;"[""Положительный отзыв""]"
ex_001059;Мне понравилось: Заказом довольна, пришло именно то, что нужно.;"[""Положительный отзыв""]"
ex_001060;Товар понравился, соответствует ожиданиям. Спасибо продавцу.;"[""Положительный отзыв""]"
ex_001061;Пишу после недели использования: Все супер, подошло идеально. Рекомендую.;"[""Положительный отзыв""]"
ex_001062;Получила быстро. Качество хорошее, покупкой довольна. Буду брать еще.;"[""Положительный отзыв""]"
ex_001063;Брала для дома. Очень удачная покупка, спасибо. Все устроило.;"[""Положительный отзыв""]"
ex_001064;Мне понравилось: Хороший товар, можно брать. Приятно пользоваться.;"[""Положительный отзыв""]"
ex_001065;Получила футболку, пока не пользовалась.;"[""Нейтральный / информационный отзыв""]"
ex_001066;Взяла платье про запас, еще не распаковывала. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001067;Только забрали джинсы, еще не примеряли. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001068;Пока только забрала кроссовки из пункта выдачи. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001069;Открывать куртку буду позже, отзыв дополню. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001070;Купила рюкзак в подарок, сама не открывала. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001071;Сегодня получила сумку, опыта использования пока нет.;"[""Нейтральный / информационный отзыв""]"
ex_001072;Пока не использовали наушники, брали на будущее. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001073;Заказ с товаром получен, проверю позже. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001074;Получила чехол для телефона, лежит до праздника. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001075;Товар пришел, позже дополню отзыв. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001076;Пока ничего сказать не могу про чайник, нужно время. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001077;Получила термокружку, пока не пользовалась.;"[""Нейтральный / информационный отзыв""]"
ex_001078;Взяла контейнер про запас, еще не распаковывала. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001079;Только забрали сковороду, еще не примеряли. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001080;Пока только забрала косметичку из пункта выдачи. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001081;Открывать крем буду позже, отзыв дополню. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001082;Купила шампунь в подарок, сама не открывала. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001083;Сегодня получила игрушку, опыта использования пока нет.;"[""Нейтральный / информационный отзыв""]"
ex_001084;Пока не использовали коврик, брали на будущее. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001085;Взяла ремешок для часов про запас, еще не распаковывала. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001086;Получила плед, лежит до праздника. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001087;Пока только забрала шапку из пункта выдачи. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001088;Пока ничего сказать не могу про органайзер, нужно время. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001089;Получила щетку, пока не пользовалась.;"[""Нейтральный / информационный отзыв""]"
ex_001090;Взяла фен про запас, еще не распаковывала. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001091;Только забрали увлажнитель, еще не примеряли. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001092;Пока только забрала ремешок для часов из пункта выдачи. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001093;Открывать перчатки буду позже, отзыв дополню. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001094;Купила шапку в подарок, сама не открывала. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001095;Сегодня получила ножницы, опыта использования пока нет.;"[""Нейтральный / информационный отзыв""]"
ex_001096;Пока не использовали дозатор, брали на будущее. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001097;Взяла бутылку для воды про запас, еще не распаковывала. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001098;Получила держатель, лежит до праздника. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001099;Пока только забрала форму для выпечки из пункта выдачи. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001100;Пока ничего сказать не могу про пижаму, нужно время. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001101;Получила носки, пока не пользовалась.;"[""Нейтральный / информационный отзыв""]"
ex_001102;Взяла обложку про запас, еще не распаковывала. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001103;Только забрали кабель, еще не примеряли. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001104;Пока только забрала бутылку для воды из пункта выдачи. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001105;Открывать подставку буду позже, отзыв дополню. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001106;Купила форму для выпечки в подарок, сама не открывала. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001107;Сегодня получила тарелки, опыта использования пока нет.;"[""Нейтральный / информационный отзыв""]"
ex_001108;Пока не использовали миску, брали на будущее. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001109;Взяла наушники про запас, еще не распаковывала. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001110;Получила платье, лежит до праздника. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001111;Пока только забрала чехол для телефона из пункта выдачи. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001112;Пока ничего сказать не могу про кроссовки, нужно время. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001113;Получила куртку, пока не пользовалась.;"[""Нейтральный / информационный отзыв""]"
ex_001114;Взяла рюкзак про запас, еще не распаковывала. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001115;Только забрали сумку, еще не примеряли. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001116;Пока только забрала наушники из пункта выдачи. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001117;Открывать зарядку буду позже, отзыв дополню. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001118;Купила чехол для телефона в подарок, сама не открывала. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001119;Сегодня получила лампу, опыта использования пока нет.;"[""Нейтральный / информационный отзыв""]"
ex_001120;Пока не использовали чайник, брали на будущее. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001121;Взяла коврик про запас, еще не распаковывала. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001122;Получила контейнер, лежит до праздника. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001123;Пока только забрала плед из пункта выдачи. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001124;Пока ничего сказать не могу про косметичку, нужно время. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001125;Получила крем, пока не пользовалась.;"[""Нейтральный / информационный отзыв""]"
ex_001126;Взяла шампунь про запас, еще не распаковывала. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001127;Только забрали игрушку, еще не примеряли. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001128;Пока только забрала коврик из пункта выдачи. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001129;Открывать полотенце буду позже, отзыв дополню. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001130;Купила плед в подарок, сама не открывала. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001131;Сегодня получила штору, опыта использования пока нет.;"[""Нейтральный / информационный отзыв""]"
ex_001132;Пока не использовали органайзер, брали на будущее. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001133;Взяла дозатор про запас, еще не распаковывала. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001134;Получила фен, лежит до праздника. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001135;Пока только забрала держатель из пункта выдачи. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001136;Пока ничего сказать не могу про ремешок для часов, нужно время. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001137;Получила перчатки, пока не пользовалась.;"[""Нейтральный / информационный отзыв""]"
ex_001138;Взяла шапку про запас, еще не распаковывала. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001139;Только забрали ножницы, еще не примеряли. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001140;Пока только забрала дозатор из пункта выдачи. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001141;Открывать полку буду позже, отзыв дополню. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001142;Купила держатель в подарок, сама не открывала. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001143;Сегодня получила насадку, опыта использования пока нет.;"[""Нейтральный / информационный отзыв""]"
ex_001144;Пока не использовали пижаму, брали на будущее. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001145;Взяла миску про запас, еще не распаковывала. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001146;Получила обложку, лежит до праздника. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001147;Пока только забрала платье из пункта выдачи. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001148;Пока ничего сказать не могу про бутылку для воды, нужно время. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001149;Получила подставку, пока не пользовалась.;"[""Нейтральный / информационный отзыв""]"
ex_001150;Взяла форму для выпечки про запас, еще не распаковывала. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001151;Только забрали тарелки, еще не примеряли. Проверю на выходных.;"[""Нейтральный / информационный отзыв""]"
ex_001152;Пока только забрала миску из пункта выдачи. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001153;Открывать футболку буду позже, отзыв дополню. Дополню после использования.;"[""Нейтральный / информационный отзыв""]"
ex_001154;Купила платье в подарок, сама не открывала. Брала не себе.;"[""Нейтральный / информационный отзыв""]"
ex_001155;Сегодня получила джинсы, опыта использования пока нет.;"[""Нейтральный / информационный отзыв""]"
ex_001156;Пока не использовали кроссовки, брали на будущее. Позже напишу подробнее.;"[""Нейтральный / информационный отзыв""]"
ex_001157;Взяла чайник про запас, еще не распаковывала. Пока без комментариев.;"[""Нейтральный / информационный отзыв""]"
ex_001158;Покупкой недовольна, общее впечатление неприятное.;"[""Другая проблема""]"
ex_001159;К сожалению, есть неприятный осадок от покупки, не мой вариант. Возврат.;"[""Другая проблема""]"
ex_001160;Честно говоря, ожидала нормальную покупку, а в итоге разочаровалась. Больше не закажу.;"[""Другая проблема""]"
ex_001161;По итогу, не понравилось пользоваться, ожидала другого ощущения. Очень жаль.;"[""Другая проблема""]"
ex_001162;В моем случае, покупка неудачная, причину сложно сформулировать. Для меня это минус.;"[""Другая проблема""]"
ex_001163;Товар не зашел, повторно брать не буду. Ожидала лучше.;"[""Другая проблема""]"
ex_001164;К сожалению, не советую, впечатление скорее отрицательное. Настроение испорчено.;"[""Другая проблема""]"
ex_001165;Честно говоря, после получения поняла, что товар мне совсем не нравится. Такое не устроило.;"[""Другая проблема""]"
ex_001166;По итогу, в целом заказ расстроил, больше такой не возьму.;"[""Другая проблема""]"
ex_001167;В моем случае, не понравился сам формат товара, мне не подошел. Возврат.;"[""Другая проблема""]"
ex_001168;Осталось разочарование, хотя конкретно описать сложно. Больше не закажу.;"[""Другая проблема""]"
ex_001169;К сожалению, товар вызвал только раздражение, пользоваться не хочется. Очень жаль.;"[""Другая проблема""]"
ex_001170;Честно говоря, покупкой недовольна, общее впечатление неприятное. Для меня это минус.;"[""Другая проблема""]"
ex_001171;По итогу, есть неприятный осадок от покупки, не мой вариант. Ожидала лучше.;"[""Другая проблема""]"
ex_001172;В моем случае, ожидала нормальную покупку, а в итоге разочаровалась. Настроение испорчено.;"[""Другая проблема""]"
ex_001173;Не понравилось пользоваться, ожидала другого ощущения. Такое не устроило.;"[""Другая проблема""]"
ex_001174;К сожалению, покупка неудачная, причину сложно сформулировать.;"[""Другая проблема""]"
ex_001175;Честно говоря, товар не зашел, повторно брать не буду. Возврат.;"[""Другая проблема""]"
ex_001176;По итогу, не советую, впечатление скорее отрицательное. Больше не закажу.;"[""Другая проблема""]"
ex_001177;В моем случае, после получения поняла, что товар мне совсем не нравится. Очень жаль.;"[""Другая проблема""]"
ex_001178;В целом заказ расстроил, больше такой не возьму. Для меня это минус.;"[""Другая проблема""]"
ex_001179;К сожалению, не понравился сам формат товара, мне не подошел. Ожидала лучше.;"[""Другая проблема""]"
ex_001180;Честно говоря, осталось разочарование, хотя конкретно описать сложно. Настроение испорчено.;"[""Другая проблема""]"
ex_001181;По итогу, товар вызвал только раздражение, пользоваться не хочется. Такое не устроило.;"[""Другая проблема""]"
ex_001182;В моем случае, покупкой недовольна, общее впечатление неприятное.;"[""Другая проблема""]"
ex_001183;Есть неприятный осадок от покупки, не мой вариант. Возврат.;"[""Другая проблема""]"
ex_001184;К сожалению, ожидала нормальную покупку, а в итоге разочаровалась. Больше не закажу.;"[""Другая проблема""]"
